latitude,longitude,country,day,dayNumber,popup
62.7319,12.7222,Sweden,Tuesday,1,"<p style=""font-size: 2vh;""><a target=""_blank"" style=""text-decoration:none;"" href=""https://clearoutside.com/forecast/62.7319/12.7222"">Forecast</a> - <a target=""_blank"" style=""text-decoration:none;"" href=""https://www.google.com/maps/place/62.7319,12.7222"">Google Maps</a></p>
<table>
<tbody>
<tr>
<td style=""font-size: 1.75vh;"">ClearDarkSky</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;Temp</td>
<td style=""font-size: 1.75vh; text-align:right;"">Wind</td>
</tr>

<tr>
<td style=""font-size: 1.75vh;"">Tue - 18:00</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;&nbsp;&nbsp;2C</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;5.8mph</td>
</tr>
</tbody>
</table>

<p style=""font-size: 1.5vh;"">Last updated: 12:32 CET</p>"
62.7319,12.7661,Sweden,Tuesday,1,"<p style=""font-size: 2vh;""><a target=""_blank"" style=""text-decoration:none;"" href=""https://clearoutside.com/forecast/62.7319/12.7661"">Forecast</a> - <a target=""_blank"" style=""text-decoration:none;"" href=""https://www.google.com/maps/place/62.7319,12.7661"">Google Maps</a></p>
<table>
<tbody>
<tr>
<td style=""font-size: 1.75vh;"">ClearDarkSky</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;Temp</td>
<td style=""font-size: 1.75vh; text-align:right;"">Wind</td>
</tr>

<tr>
<td style=""font-size: 1.75vh;"">Tue - 18:00</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;&nbsp;&nbsp;1C</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;6mph</td>
</tr>
</tbody>
</table>

<p style=""font-size: 1.5vh;"">Last updated: 12:32 CET</p>"
62.7319,12.8101,Sweden,Tuesday,1,"<p style=""font-size: 2vh;""><a target=""_blank"" style=""text-decoration:none;"" href=""https://clearoutside.com/forecast/62.7319/12.8101"">Forecast</a> - <a target=""_blank"" style=""text-decoration:none;"" href=""https://www.google.com/maps/place/62.7319,12.8101"">Google Maps</a></p>
<table>
<tbody>
<tr>
<td style=""font-size: 1.75vh;"">ClearDarkSky</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;Temp</td>
<td style=""font-size: 1.75vh; text-align:right;"">Wind</td>
</tr>

<tr>
<td style=""font-size: 1.75vh;"">Tue - 18:00</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;&nbsp;&nbsp;1C</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;6.3mph</td>
</tr>
</tbody>
</table>

<p style=""font-size: 1.5vh;"">Last updated: 12:32 CET</p>"
62.7319,13.1616,Sweden,Tuesday,1,"<p style=""font-size: 2vh;""><a target=""_blank"" style=""text-decoration:none;"" href=""https://clearoutside.com/forecast/62.7319/13.1616"">Forecast</a> - <a target=""_blank"" style=""text-decoration:none;"" href=""https://www.google.com/maps/place/62.7319,13.1616"">Google Maps</a></p>
<table>
<tbody>
<tr>
<td style=""font-size: 1.75vh;"">ClearDarkSky</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;Temp</td>
<td style=""font-size: 1.75vh; text-align:right;"">Wind</td>
</tr>

<tr>
<td style=""font-size: 1.75vh;"">Tue - 18:00</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;&nbsp;&nbsp;0C</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;7.4mph</td>
</tr>
</tbody>
</table>

<p style=""font-size: 1.5vh;"">Last updated: 12:32 CET</p>"
62.7319,13.2495,Sweden,Tuesday,1,"<p style=""font-size: 2vh;""><a target=""_blank"" style=""text-decoration:none;"" href=""https://clearoutside.com/forecast/62.7319/13.2495"">Forecast</a> - <a target=""_blank"" style=""text-decoration:none;"" href=""https://www.google.com/maps/place/62.7319,13.2495"">Google Maps</a></p>
<table>
<tbody>
<tr>
<td style=""font-size: 1.75vh;"">ClearDarkSky</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;Temp</td>
<td style=""font-size: 1.75vh; text-align:right;"">Wind</td>
</tr>

<tr>
<td style=""font-size: 1.75vh;"">Tue - 18:00</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;&nbsp;&nbsp;0C</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;6.9mph</td>
</tr>
</tbody>
</table>

<p style=""font-size: 1.5vh;"">Last updated: 12:32 CET</p>"
62.7319,13.2935,Sweden,Tuesday,1,"<p style=""font-size: 2vh;""><a target=""_blank"" style=""text-decoration:none;"" href=""https://clearoutside.com/forecast/62.7319/13.2935"">Forecast</a> - <a target=""_blank"" style=""text-decoration:none;"" href=""https://www.google.com/maps/place/62.7319,13.2935"">Google Maps</a></p>
<table>
<tbody>
<tr>
<td style=""font-size: 1.75vh;"">ClearDarkSky</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;Temp</td>
<td style=""font-size: 1.75vh; text-align:right;"">Wind</td>
</tr>

<tr>
<td style=""font-size: 1.75vh;"">Tue - 18:00</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;&nbsp;&nbsp;0C</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;4.7mph</td>
</tr>
</tbody>
</table>

<p style=""font-size: 1.5vh;"">Last updated: 12:32 CET</p>"
62.688,12.2827,Sweden,Tuesday,1,"<p style=""font-size: 2vh;""><a target=""_blank"" style=""text-decoration:none;"" href=""https://clearoutside.com/forecast/62.688/12.2827"">Forecast</a> - <a target=""_blank"" style=""text-decoration:none;"" href=""https://www.google.com/maps/place/62.688,12.2827"">Google Maps</a></p>
<table>
<tbody>
<tr>
<td style=""font-size: 1.75vh;"">ClearDarkSky</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;Temp</td>
<td style=""font-size: 1.75vh; text-align:right;"">Wind</td>
</tr>

<tr>
<td style=""font-size: 1.75vh;"">Tue - 18:00</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;&nbsp;&nbsp;1C</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;9.2mph</td>
</tr>
</tbody>
</table>

<p style=""font-size: 1.5vh;"">Last updated: 12:32 CET</p>"
62.688,12.5024,Sweden,Tuesday,1,"<p style=""font-size: 2vh;""><a target=""_blank"" style=""text-decoration:none;"" href=""https://clearoutside.com/forecast/62.688/12.5024"">Forecast</a> - <a target=""_blank"" style=""text-decoration:none;"" href=""https://www.google.com/maps/place/62.688,12.5024"">Google Maps</a></p>
<table>
<tbody>
<tr>
<td style=""font-size: 1.75vh;"">ClearDarkSky</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;Temp</td>
<td style=""font-size: 1.75vh; text-align:right;"">Wind</td>
</tr>

<tr>
<td style=""font-size: 1.75vh;"">Tue - 18:00</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;&nbsp;&nbsp;1C</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;6.3mph</td>
</tr>
</tbody>
</table>

<p style=""font-size: 1.5vh;"">Last updated: 12:32 CET</p>"
62.688,12.5464,Sweden,Tuesday,1,"<p style=""font-size: 2vh;""><a target=""_blank"" style=""text-decoration:none;"" href=""https://clearoutside.com/forecast/62.688/12.5464"">Forecast</a> - <a target=""_blank"" style=""text-decoration:none;"" href=""https://www.google.com/maps/place/62.688,12.5464"">Google Maps</a></p>
<table>
<tbody>
<tr>
<td style=""font-size: 1.75vh;"">ClearDarkSky</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;Temp</td>
<td style=""font-size: 1.75vh; text-align:right;"">Wind</td>
</tr>

<tr>
<td style=""font-size: 1.75vh;"">Tue - 18:00</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;&nbsp;&nbsp;-1C</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;3.1mph</td>
</tr>
</tbody>
</table>

<p style=""font-size: 1.5vh;"">Last updated: 12:32 CET</p>"
62.688,12.6343,Sweden,Tuesday,1,"<p style=""font-size: 2vh;""><a target=""_blank"" style=""text-decoration:none;"" href=""https://clearoutside.com/forecast/62.688/12.6343"">Forecast</a> - <a target=""_blank"" style=""text-decoration:none;"" href=""https://www.google.com/maps/place/62.688,12.6343"">Google Maps</a></p>
<table>
<tbody>
<tr>
<td style=""font-size: 1.75vh;"">ClearDarkSky</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;Temp</td>
<td style=""font-size: 1.75vh; text-align:right;"">Wind</td>
</tr>

<tr>
<td style=""font-size: 1.75vh;"">Tue - 18:00</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;&nbsp;&nbsp;-2C</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;2mph</td>
</tr>
</tbody>
</table>

<p style=""font-size: 1.5vh;"">Last updated: 12:32 CET</p>"
62.688,12.6782,Sweden,Tuesday,1,"<p style=""font-size: 2vh;""><a target=""_blank"" style=""text-decoration:none;"" href=""https://clearoutside.com/forecast/62.688/12.6782"">Forecast</a> - <a target=""_blank"" style=""text-decoration:none;"" href=""https://www.google.com/maps/place/62.688,12.6782"">Google Maps</a></p>
<table>
<tbody>
<tr>
<td style=""font-size: 1.75vh;"">ClearDarkSky</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;Temp</td>
<td style=""font-size: 1.75vh; text-align:right;"">Wind</td>
</tr>

<tr>
<td style=""font-size: 1.75vh;"">Tue - 18:00</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;&nbsp;&nbsp;-2C</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;1.3mph</td>
</tr>
</tbody>
</table>

<p style=""font-size: 1.5vh;"">Last updated: 12:32 CET</p>"
62.688,12.7222,Sweden,Tuesday,1,"<p style=""font-size: 2vh;""><a target=""_blank"" style=""text-decoration:none;"" href=""https://clearoutside.com/forecast/62.688/12.7222"">Forecast</a> - <a target=""_blank"" style=""text-decoration:none;"" href=""https://www.google.com/maps/place/62.688,12.7222"">Google Maps</a></p>
<table>
<tbody>
<tr>
<td style=""font-size: 1.75vh;"">ClearDarkSky</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;Temp</td>
<td style=""font-size: 1.75vh; text-align:right;"">Wind</td>
</tr>

<tr>
<td style=""font-size: 1.75vh;"">Tue - 18:00</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;&nbsp;&nbsp;-2C</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;1.3mph</td>
</tr>
</tbody>
</table>

<p style=""font-size: 1.5vh;"">Last updated: 12:32 CET</p>"
62.688,12.7661,Sweden,Tuesday,1,"<p style=""font-size: 2vh;""><a target=""_blank"" style=""text-decoration:none;"" href=""https://clearoutside.com/forecast/62.688/12.7661"">Forecast</a> - <a target=""_blank"" style=""text-decoration:none;"" href=""https://www.google.com/maps/place/62.688,12.7661"">Google Maps</a></p>
<table>
<tbody>
<tr>
<td style=""font-size: 1.75vh;"">ClearDarkSky</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;Temp</td>
<td style=""font-size: 1.75vh; text-align:right;"">Wind</td>
</tr>

<tr>
<td style=""font-size: 1.75vh;"">Tue - 18:00</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;&nbsp;&nbsp;-1C</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;2.5mph</td>
</tr>
</tbody>
</table>

<p style=""font-size: 1.5vh;"">Last updated: 12:32 CET</p>"
62.688,12.8101,Sweden,Tuesday,1,"<p style=""font-size: 2vh;""><a target=""_blank"" style=""text-decoration:none;"" href=""https://clearoutside.com/forecast/62.688/12.8101"">Forecast</a> - <a target=""_blank"" style=""text-decoration:none;"" href=""https://www.google.com/maps/place/62.688,12.8101"">Google Maps</a></p>
<table>
<tbody>
<tr>
<td style=""font-size: 1.75vh;"">ClearDarkSky</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;Temp</td>
<td style=""font-size: 1.75vh; text-align:right;"">Wind</td>
</tr>

<tr>
<td style=""font-size: 1.75vh;"">Tue - 18:00</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;&nbsp;&nbsp;0C</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;4.7mph</td>
</tr>
</tbody>
</table>

<p style=""font-size: 1.5vh;"">Last updated: 12:32 CET</p>"
62.688,12.854,Sweden,Tuesday,1,"<p style=""font-size: 2vh;""><a target=""_blank"" style=""text-decoration:none;"" href=""https://clearoutside.com/forecast/62.688/12.854"">Forecast</a> - <a target=""_blank"" style=""text-decoration:none;"" href=""https://www.google.com/maps/place/62.688,12.854"">Google Maps</a></p>
<table>
<tbody>
<tr>
<td style=""font-size: 1.75vh;"">ClearDarkSky</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;Temp</td>
<td style=""font-size: 1.75vh; text-align:right;"">Wind</td>
</tr>

<tr>
<td style=""font-size: 1.75vh;"">Tue - 18:00</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;&nbsp;&nbsp;-1C</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;4.3mph</td>
</tr>
</tbody>
</table>

<p style=""font-size: 1.5vh;"">Last updated: 12:32 CET</p>"
62.688,12.8979,Sweden,Tuesday,1,"<p style=""font-size: 2vh;""><a target=""_blank"" style=""text-decoration:none;"" href=""https://clearoutside.com/forecast/62.688/12.8979"">Forecast</a> - <a target=""_blank"" style=""text-decoration:none;"" href=""https://www.google.com/maps/place/62.688,12.8979"">Google Maps</a></p>
<table>
<tbody>
<tr>
<td style=""font-size: 1.75vh;"">ClearDarkSky</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;Temp</td>
<td style=""font-size: 1.75vh; text-align:right;"">Wind</td>
</tr>

<tr>
<td style=""font-size: 1.75vh;"">Tue - 18:00</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;&nbsp;&nbsp;0C</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;3.6mph</td>
</tr>
</tbody>
</table>

<p style=""font-size: 1.5vh;"">Last updated: 12:32 CET</p>"
62.688,12.9419,Sweden,Tuesday,1,"<p style=""font-size: 2vh;""><a target=""_blank"" style=""text-decoration:none;"" href=""https://clearoutside.com/forecast/62.688/12.9419"">Forecast</a> - <a target=""_blank"" style=""text-decoration:none;"" href=""https://www.google.com/maps/place/62.688,12.9419"">Google Maps</a></p>
<table>
<tbody>
<tr>
<td style=""font-size: 1.75vh;"">ClearDarkSky</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;Temp</td>
<td style=""font-size: 1.75vh; text-align:right;"">Wind</td>
</tr>

<tr>
<td style=""font-size: 1.75vh;"">Tue - 18:00</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;&nbsp;&nbsp;0C</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;3.6mph</td>
</tr>
</tbody>
</table>

<p style=""font-size: 1.5vh;"">Last updated: 12:32 CET</p>"
62.688,12.9858,Sweden,Tuesday,1,"<p style=""font-size: 2vh;""><a target=""_blank"" style=""text-decoration:none;"" href=""https://clearoutside.com/forecast/62.688/12.9858"">Forecast</a> - <a target=""_blank"" style=""text-decoration:none;"" href=""https://www.google.com/maps/place/62.688,12.9858"">Google Maps</a></p>
<table>
<tbody>
<tr>
<td style=""font-size: 1.75vh;"">ClearDarkSky</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;Temp</td>
<td style=""font-size: 1.75vh; text-align:right;"">Wind</td>
</tr>

<tr>
<td style=""font-size: 1.75vh;"">Tue - 18:00</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;&nbsp;&nbsp;-1C</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;2.5mph</td>
</tr>
</tbody>
</table>

<p style=""font-size: 1.5vh;"">Last updated: 12:32 CET</p>"
62.688,13.1177,Sweden,Tuesday,1,"<p style=""font-size: 2vh;""><a target=""_blank"" style=""text-decoration:none;"" href=""https://clearoutside.com/forecast/62.688/13.1177"">Forecast</a> - <a target=""_blank"" style=""text-decoration:none;"" href=""https://www.google.com/maps/place/62.688,13.1177"">Google Maps</a></p>
<table>
<tbody>
<tr>
<td style=""font-size: 1.75vh;"">ClearDarkSky</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;Temp</td>
<td style=""font-size: 1.75vh; text-align:right;"">Wind</td>
</tr>

<tr>
<td style=""font-size: 1.75vh;"">Tue - 18:00</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;&nbsp;&nbsp;-1C</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;2mph</td>
</tr>
</tbody>
</table>

<p style=""font-size: 1.5vh;"">Last updated: 12:32 CET</p>"
62.688,13.1616,Sweden,Tuesday,1,"<p style=""font-size: 2vh;""><a target=""_blank"" style=""text-decoration:none;"" href=""https://clearoutside.com/forecast/62.688/13.1616"">Forecast</a> - <a target=""_blank"" style=""text-decoration:none;"" href=""https://www.google.com/maps/place/62.688,13.1616"">Google Maps</a></p>
<table>
<tbody>
<tr>
<td style=""font-size: 1.75vh;"">ClearDarkSky</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;Temp</td>
<td style=""font-size: 1.75vh; text-align:right;"">Wind</td>
</tr>

<tr>
<td style=""font-size: 1.75vh;"">Tue - 18:00</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;&nbsp;&nbsp;-1C</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;3.1mph</td>
</tr>
</tbody>
</table>

<p style=""font-size: 1.5vh;"">Last updated: 12:32 CET</p>"
62.688,13.2056,Sweden,Tuesday,1,"<p style=""font-size: 2vh;""><a target=""_blank"" style=""text-decoration:none;"" href=""https://clearoutside.com/forecast/62.688/13.2056"">Forecast</a> - <a target=""_blank"" style=""text-decoration:none;"" href=""https://www.google.com/maps/place/62.688,13.2056"">Google Maps</a></p>
<table>
<tbody>
<tr>
<td style=""font-size: 1.75vh;"">ClearDarkSky</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;Temp</td>
<td style=""font-size: 1.75vh; text-align:right;"">Wind</td>
</tr>

<tr>
<td style=""font-size: 1.75vh;"">Tue - 18:00</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;&nbsp;&nbsp;-1C</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;4.3mph</td>
</tr>
</tbody>
</table>

<p style=""font-size: 1.5vh;"">Last updated: 12:32 CET</p>"
62.688,13.2495,Sweden,Tuesday,1,"<p style=""font-size: 2vh;""><a target=""_blank"" style=""text-decoration:none;"" href=""https://clearoutside.com/forecast/62.688/13.2495"">Forecast</a> - <a target=""_blank"" style=""text-decoration:none;"" href=""https://www.google.com/maps/place/62.688,13.2495"">Google Maps</a></p>
<table>
<tbody>
<tr>
<td style=""font-size: 1.75vh;"">ClearDarkSky</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;Temp</td>
<td style=""font-size: 1.75vh; text-align:right;"">Wind</td>
</tr>

<tr>
<td style=""font-size: 1.75vh;"">Tue - 18:00</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;&nbsp;&nbsp;0C</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;5.1mph</td>
</tr>
</tbody>
</table>

<p style=""font-size: 1.5vh;"">Last updated: 12:32 CET</p>"
62.688,13.2935,Sweden,Tuesday,1,"<p style=""font-size: 2vh;""><a target=""_blank"" style=""text-decoration:none;"" href=""https://clearoutside.com/forecast/62.688/13.2935"">Forecast</a> - <a target=""_blank"" style=""text-decoration:none;"" href=""https://www.google.com/maps/place/62.688,13.2935"">Google Maps</a></p>
<table>
<tbody>
<tr>
<td style=""font-size: 1.75vh;"">ClearDarkSky</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;Temp</td>
<td style=""font-size: 1.75vh; text-align:right;"">Wind</td>
</tr>

<tr>
<td style=""font-size: 1.75vh;"">Tue - 18:00</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;&nbsp;&nbsp;0C</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;5.4mph</td>
</tr>
</tbody>
</table>

<p style=""font-size: 1.5vh;"">Last updated: 12:32 CET</p>"
62.644,12.1948,Sweden,Tuesday,1,"<p style=""font-size: 2vh;""><a target=""_blank"" style=""text-decoration:none;"" href=""https://clearoutside.com/forecast/62.644/12.1948"">Forecast</a> - <a target=""_blank"" style=""text-decoration:none;"" href=""https://www.google.com/maps/place/62.644,12.1948"">Google Maps</a></p>
<table>
<tbody>
<tr>
<td style=""font-size: 1.75vh;"">ClearDarkSky</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;Temp</td>
<td style=""font-size: 1.75vh; text-align:right;"">Wind</td>
</tr>

<tr>
<td style=""font-size: 1.75vh;"">Tue - 18:00</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;&nbsp;&nbsp;-1C</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;2.2mph</td>
</tr>
</tbody>
</table>

<p style=""font-size: 1.5vh;"">Last updated: 12:32 CET</p>"
62.644,12.2388,Sweden,Tuesday,1,"<p style=""font-size: 2vh;""><a target=""_blank"" style=""text-decoration:none;"" href=""https://clearoutside.com/forecast/62.644/12.2388"">Forecast</a> - <a target=""_blank"" style=""text-decoration:none;"" href=""https://www.google.com/maps/place/62.644,12.2388"">Google Maps</a></p>
<table>
<tbody>
<tr>
<td style=""font-size: 1.75vh;"">ClearDarkSky</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;Temp</td>
<td style=""font-size: 1.75vh; text-align:right;"">Wind</td>
</tr>

<tr>
<td style=""font-size: 1.75vh;"">Tue - 18:00</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;&nbsp;&nbsp;0C</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;2.7mph</td>
</tr>
</tbody>
</table>

<p style=""font-size: 1.5vh;"">Last updated: 12:32 CET</p>"
62.644,12.2827,Sweden,Tuesday,1,"<p style=""font-size: 2vh;""><a target=""_blank"" style=""text-decoration:none;"" href=""https://clearoutside.com/forecast/62.644/12.2827"">Forecast</a> - <a target=""_blank"" style=""text-decoration:none;"" href=""https://www.google.com/maps/place/62.644,12.2827"">Google Maps</a></p>
<table>
<tbody>
<tr>
<td style=""font-size: 1.75vh;"">ClearDarkSky</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;Temp</td>
<td style=""font-size: 1.75vh; text-align:right;"">Wind</td>
</tr>

<tr>
<td style=""font-size: 1.75vh;"">Tue - 18:00</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;&nbsp;&nbsp;0C</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;5.4mph</td>
</tr>
</tbody>
</table>

<p style=""font-size: 1.5vh;"">Last updated: 12:32 CET</p>"
62.644,12.6343,Sweden,Tuesday,1,"<p style=""font-size: 2vh;""><a target=""_blank"" style=""text-decoration:none;"" href=""https://clearoutside.com/forecast/62.644/12.6343"">Forecast</a> - <a target=""_blank"" style=""text-decoration:none;"" href=""https://www.google.com/maps/place/62.644,12.6343"">Google Maps</a></p>
<table>
<tbody>
<tr>
<td style=""font-size: 1.75vh;"">ClearDarkSky</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;Temp</td>
<td style=""font-size: 1.75vh; text-align:right;"">Wind</td>
</tr>

<tr>
<td style=""font-size: 1.75vh;"">Tue - 18:00</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;&nbsp;&nbsp;0C</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;4mph</td>
</tr>
</tbody>
</table>

<p style=""font-size: 1.5vh;"">Last updated: 12:32 CET</p>"
62.644,12.6782,Sweden,Tuesday,1,"<p style=""font-size: 2vh;""><a target=""_blank"" style=""text-decoration:none;"" href=""https://clearoutside.com/forecast/62.644/12.6782"">Forecast</a> - <a target=""_blank"" style=""text-decoration:none;"" href=""https://www.google.com/maps/place/62.644,12.6782"">Google Maps</a></p>
<table>
<tbody>
<tr>
<td style=""font-size: 1.75vh;"">ClearDarkSky</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;Temp</td>
<td style=""font-size: 1.75vh; text-align:right;"">Wind</td>
</tr>

<tr>
<td style=""font-size: 1.75vh;"">Tue - 18:00</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;&nbsp;&nbsp;0C</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;4.3mph</td>
</tr>
</tbody>
</table>

<p style=""font-size: 1.5vh;"">Last updated: 12:32 CET</p>"
62.644,12.7222,Sweden,Tuesday,1,"<p style=""font-size: 2vh;""><a target=""_blank"" style=""text-decoration:none;"" href=""https://clearoutside.com/forecast/62.644/12.7222"">Forecast</a> - <a target=""_blank"" style=""text-decoration:none;"" href=""https://www.google.com/maps/place/62.644,12.7222"">Google Maps</a></p>
<table>
<tbody>
<tr>
<td style=""font-size: 1.75vh;"">ClearDarkSky</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;Temp</td>
<td style=""font-size: 1.75vh; text-align:right;"">Wind</td>
</tr>

<tr>
<td style=""font-size: 1.75vh;"">Tue - 18:00</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;&nbsp;&nbsp;0C</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;4.3mph</td>
</tr>
</tbody>
</table>

<p style=""font-size: 1.5vh;"">Last updated: 12:32 CET</p>"
62.644,12.7661,Sweden,Tuesday,1,"<p style=""font-size: 2vh;""><a target=""_blank"" style=""text-decoration:none;"" href=""https://clearoutside.com/forecast/62.644/12.7661"">Forecast</a> - <a target=""_blank"" style=""text-decoration:none;"" href=""https://www.google.com/maps/place/62.644,12.7661"">Google Maps</a></p>
<table>
<tbody>
<tr>
<td style=""font-size: 1.75vh;"">ClearDarkSky</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;Temp</td>
<td style=""font-size: 1.75vh; text-align:right;"">Wind</td>
</tr>

<tr>
<td style=""font-size: 1.75vh;"">Tue - 18:00</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;&nbsp;&nbsp;1C</td>
<td style=""font-size: 1.75vh; text-align:right;"">&nbsp;&nbsp;4.9mph</td>
</tr>
</tbody>
</table>

<p style=""font-size: 1.5vh;"">Last updated: 12:32 CET</p>"
