lat,lon,light_pol
57.81005859375,-8.59130859375,0.0
54.51416015625,-3.27392578125,0.035958517
54.51416015625,-3.18603515625,0.03433877
54.51416015625,-3.22998046875,0.033223853
54.47021484375,-3.27392578125,0.03545224
54.47021484375,-3.22998046875,0.033023417
54.51416015625,-3.09814453125,0.031797614
54.47021484375,-3.09814453125,0.03473271
54.47021484375,-3.14208984375,0.031465515
54.47021484375,-3.18603515625,0.03131412
54.55810546875,-3.05419921875,0.033011757
54.60205078125,-3.01025390625,0.03578433
54.55810546875,-3.01025390625,0.03283757
54.60205078125,-2.96630859375,0.036306884
54.51416015625,-3.05419921875,0.031465515
54.51416015625,-2.96630859375,0.033371784
54.51416015625,-3.01025390625,0.032849234
54.42626953125,-3.09814453125,0.03667804
54.42626953125,-3.14208984375,0.033568755
54.42626953125,-3.18603515625,0.031862926
55.12939453125,-3.18603515625,0.036109913
54.42626953125,-3.22998046875,0.033568755
55.17333984375,-3.22998046875,0.033658303
55.17333984375,-3.18603515625,0.029520191
54.55810546875,-2.92236328125,0.035761543
54.51416015625,-2.92236328125,0.034400616
55.21728515625,-3.18603515625,0.0253365
55.21728515625,-3.14208984375,0.023278834
55.17333984375,-3.14208984375,0.028097415
55.12939453125,-3.14208984375,0.03368109
55.21728515625,-3.22998046875,0.027439738
54.38232421875,-3.27392578125,0.03617176
54.55810546875,-2.87841796875,0.035876937
54.51416015625,-2.87841796875,0.034597587
54.38232421875,-3.22998046875,0.03428828
54.38232421875,-3.18603515625,0.03428828
54.38232421875,-3.14208984375,0.036875013
55.26123046875,-3.14208984375,0.021856062
55.26123046875,-3.09814453125,0.020978626
55.21728515625,-3.09814453125,0.022884894
55.17333984375,-3.09814453125,0.027923232
55.26123046875,-3.18603515625,0.023059078
55.26123046875,-3.22998046875,0.02430767
54.51416015625,-2.83447265625,0.03499153
55.21728515625,-3.27392578125,0.031577855
55.30517578125,-3.09814453125,0.020146767
55.30517578125,-3.05419921875,0.019949794
55.26123046875,-3.05419921875,0.020630259
55.21728515625,-3.05419921875,0.022884894
55.30517578125,-3.14208984375,0.021008829
54.90966796875,-3.58154296875,0.033461332
55.26123046875,-3.27392578125,0.026585093
55.30517578125,-3.27392578125,0.024504641
55.30517578125,-3.22998046875,0.02259837
55.26123046875,-3.31787109375,0.030571809
55.30517578125,-3.31787109375,0.027439738
54.90966796875,-3.66943359375,0.032061346
54.90966796875,-3.62548828125,0.031403672
54.90966796875,-3.71337890625,0.034810603
55.04150390625,-2.65869140625,0.030610869
55.04150390625,-2.61474609375,0.031291332
55.04150390625,-2.70263671875,0.032497816
55.12939453125,-3.09814453125,0.032826446
55.34912109375,-3.05419921875,0.021183014
55.34912109375,-3.01025390625,0.021183014
55.30517578125,-3.01025390625,0.019949794
55.26123046875,-3.01025390625,0.019949794
55.34912109375,-3.09814453125,0.021183014
55.34912109375,-3.22998046875,0.022795344
55.34912109375,-3.18603515625,0.022401402
55.30517578125,-3.18603515625,0.021372572
55.34912109375,-3.27392578125,0.024678824
55.26123046875,-3.36181640625,0.036267824
55.30517578125,-3.36181640625,0.031182876
55.08544921875,-2.87841796875,0.035232477
55.08544921875,-2.83447265625,0.032123193
55.04150390625,-2.74658203125,0.034748986
55.39306640625,-3.18603515625,0.024021147
55.39306640625,-3.14208984375,0.022969527
55.34912109375,-3.14208984375,0.021372572
55.39306640625,-3.22998046875,0.024424221
55.39306640625,-3.09814453125,0.022795344
55.39306640625,-3.05419921875,0.022795344
55.34912109375,-3.31787109375,0.026782064
55.34912109375,-3.36181640625,0.029348774
55.12939453125,-2.92236328125,0.029980896
55.43701171875,-3.22998046875,0.02789553
55.43701171875,-3.18603515625,0.026843911
55.39306640625,-3.27392578125,0.025443923
55.43701171875,-3.27392578125,0.028266685
54.86572265625,-2.57080078125,0.03658849
55.48095703125,-3.22998046875,0.032995716
55.48095703125,-3.18603515625,0.031769913
55.48095703125,-3.27392578125,0.03422152
55.08544921875,-2.74658203125,0.027130432
55.08544921875,-2.70263671875,0.02607881
55.08544921875,-2.79052734375,0.029118696
55.48095703125,-3.14208984375,0.03159573
55.43701171875,-3.14208984375,0.02629857
54.86572265625,-2.52685546875,0.035885237
55.43701171875,-3.09814453125,0.026285052
55.43701171875,-3.05419921875,0.02629857
55.12939453125,-2.74658203125,0.023059078
55.12939453125,-2.70263671875,0.022401402
55.12939453125,-2.79052734375,0.023453021
54.86572265625,-3.75732421875,0.028535333
54.82177734375,-2.52685546875,0.03658849
54.82177734375,-2.57080078125,0.035930812
55.17333984375,-2.96630859375,0.030796483
55.17333984375,-2.92236328125,0.02564581
55.04150390625,-2.57080078125,0.03166249
55.17333984375,-3.05419921875,0.031144852
55.26123046875,-3.53759765625,0.03510387
55.26123046875,-3.58154296875,0.03339457
55.17333984375,-2.70263671875,0.020146767
55.17333984375,-2.65869140625,0.02032095
55.12939453125,-2.65869140625,0.022401402
55.08544921875,-2.65869140625,0.025904628
55.17333984375,-2.74658203125,0.021001413
55.30517578125,-3.53759765625,0.033023417
55.30517578125,-3.58154296875,0.031522214
54.82177734375,-3.84521484375,0.022807674
55.43701171875,-3.01025390625,0.02715322
55.39306640625,-3.01025390625,0.023627205
55.48095703125,-3.09814453125,0.031398755
55.21728515625,-3.01025390625,0.022687923
54.77783203125,-2.57080078125,0.036785465
55.17333984375,-2.61474609375,0.02032095
55.12939453125,-2.61474609375,0.02259837
55.08544921875,-2.61474609375,0.02607881
55.21728515625,-2.96630859375,0.021666506
54.77783203125,-2.48291015625,0.036476154
54.77783203125,-2.52685546875,0.036082212
55.48095703125,-3.31787109375,0.035657275
55.43701171875,-2.96630859375,0.029891348
55.39306640625,-2.96630859375,0.025359288
55.34912109375,-2.96630859375,0.022030246
55.12939453125,-2.87841796875,0.026562305
55.39306640625,-3.36181640625,0.028553206
55.39306640625,-3.31787109375,0.026669728
55.34912109375,-3.40576171875,0.035242457
55.39306640625,-3.40576171875,0.030830631
55.12939453125,-2.83447265625,0.025313713
55.21728515625,-2.70263671875,0.019639011
55.21728515625,-2.65869140625,0.019095149
55.21728515625,-2.74658203125,0.019639011
54.86572265625,-3.88916015625,0.03331485
55.48095703125,-3.05419921875,0.031216374
55.48095703125,-3.01025390625,0.032253403
55.26123046875,-2.70263671875,0.01852702
55.26123046875,-2.65869140625,0.01872399
55.26123046875,-2.74658203125,0.018898174
55.08544921875,-2.57080078125,0.026285052
55.48095703125,-2.96630859375,0.035671994
55.43701171875,-2.92236328125,0.034052245
55.39306640625,-2.92236328125,0.028468573
54.86572265625,-3.93310546875,0.030576725
55.34912109375,-3.53759765625,0.032736897
55.43701171875,-3.31787109375,0.030547574
54.82177734375,-3.88916015625,0.02538699
55.30517578125,-2.96630859375,0.019949794
55.26123046875,-2.96630859375,0.019752823
55.39306640625,-2.87841796875,0.034996446
55.30517578125,-2.65869140625,0.020607471
55.30517578125,-2.61474609375,0.019949794
55.26123046875,-2.61474609375,0.018898174
55.21728515625,-2.61474609375,0.019095149
55.30517578125,-2.70263671875,0.020804442
55.43701171875,-3.36181640625,0.031769913
55.12939453125,-2.57080078125,0.022969527
55.12939453125,-2.52685546875,0.023824176
55.08544921875,-2.52685546875,0.027304616
55.04150390625,-2.52685546875,0.032888293
55.34912109375,-2.70263671875,0.025819993
55.34912109375,-2.65869140625,0.023936512
55.30517578125,-2.74658203125,0.020804442
55.34912109375,-2.74658203125,0.027552078
55.21728515625,-2.79052734375,0.020433288
55.26123046875,-2.79052734375,0.01872399
55.30517578125,-2.79052734375,0.021666506
55.39306640625,-3.53759765625,0.033653393
55.39306640625,-3.49365234375,0.032450374
55.34912109375,-3.58154296875,0.03207922
55.39306640625,-3.58154296875,0.035756633
55.17333984375,-2.79052734375,0.02507768
54.73388671875,-2.48291015625,0.036453366
55.26123046875,-3.62548828125,0.03339457
54.99755859375,-3.97705078125,0.03162834
54.95361328125,-4.02099609375,0.0341695
54.99755859375,-4.02099609375,0.02488071
55.17333984375,-2.87841796875,0.023762329
55.34912109375,-2.79052734375,0.028395973
55.30517578125,-3.62548828125,0.031522214
55.34912109375,-3.62548828125,0.032450374
55.17333984375,-2.52685546875,0.021546755
55.17333984375,-2.48291015625,0.022772556
55.12939453125,-2.48291015625,0.025246952
55.08544921875,-2.48291015625,0.028924363
55.17333984375,-2.57080078125,0.020525338
55.17333984375,-2.83447265625,0.030501358
55.43701171875,-3.49365234375,0.036695916
55.43701171875,-3.44970703125,0.03441849
55.39306640625,-3.44970703125,0.031228036
55.34912109375,-2.61474609375,0.022687923
55.34912109375,-2.57080078125,0.021666506
55.30517578125,-2.57080078125,0.019949794
55.26123046875,-2.57080078125,0.018981334
55.04150390625,-2.48291015625,0.035165716
55.21728515625,-2.92236328125,0.02082723
55.12939453125,-2.43896484375,0.026669728
55.08544921875,-2.43896484375,0.031205248
55.04150390625,-2.43896484375,0.036785465
55.34912109375,-2.92236328125,0.023081863
55.43701171875,-3.40576171875,0.033018503
54.86572265625,-3.97705078125,0.035356242
55.21728515625,-2.83447265625,0.020630259
55.26123046875,-3.66943359375,0.034272008
55.30517578125,-3.66943359375,0.031885713
55.34912109375,-3.66943359375,0.03367618
55.30517578125,-2.92236328125,0.020630259
55.26123046875,-2.92236328125,0.019639011
55.34912109375,-2.87841796875,0.024965344
55.30517578125,-2.87841796875,0.020804442
55.26123046875,-2.87841796875,0.019752823
